Latitude,Longitude
25.2863125,-101.2815625
26.14306468,-98.33016483
31.6912038,-110.4616239
26.21724215,-98.4553935
35.38452441,-1.278253991
31.6671011,-106.4267678
19.70560686,-99.17476426
31.3654357,-110.1062364
28.74100421,-100.5075034
27.49638644,-99.52252147
36.33437821,0.715927412
32.63827265,14.27357912
17.93260066,-94.90573883
35.39864712,-1.389655988
32.7476919,14.35533175
32.057499,-111.6660725
32.057499,-111.6660725
32.057499,-111.6660725
32.057499,-111.6660725
32.057499,-111.6660725
32.9802381,13.17928382
32.057499,-111.6660725
34.1774884,14.10790222
37.28328332,27.10401204
35.68370904,-3.185250605
32.4812007,-111.6678407
31.7468921,-111.9457386
26.25810988,-98.59673387
29.0639375,-100.6635625
35.28959429,-2.933496506
19.1780491,-96.1288426
27.47839234,-99.47927695
40.94216795,26.35266597
32.057499,-111.6660725
31.21075549,16.58835063
37.8573596,27.16793635
28.73072771,-100.5634452
25.4383234,-100.973678
31.22002074,16.56775126
18.32990168,-95.81296429
35.26160684,-2.901902412
49.23256756,-0.290652339
31.22458779,16.52929911
32.057499,-111.6660725
36.68575539,-2.777835706
36.4853674,-4.738263
2.352686,-76.683352
35.88602876,-3.811126193
36.18474129,-5.915458664
31.20881475,16.59440337
32.2769249,-112.8598846
26.8304375,-79.5253125
-6.840928719,37.62619356
34.86902445,34.49283577
32.54188202,-117.1337341
27.02891699,-98.07034531
43.60990251,13.45659002
28.75900692,-100.5193484
35.48168069,-3.342110715
36.17553918,-3.432980467
35.94038665,-5.940460713
35.96307134,36.29464022
35.91496169,-5.380634705
36.01097638,36.29189363
36.38585817,-2.625576919
28.6558304,-100.4806113
35.8621015,-3.230474337
36.65666574,1.229045427
31.7855285,-111.4663925
45.12186907,19.21323682
28.70236035,-100.5115385
36.17464226,-3.809567348
37.07483589,8.724048758
31.89718908,-106.4391036
32.4026649,-111.4275888
31.5894922,-111.3633789
32.3318032,-112.5245093
31.814869,-111.8223285
32.057499,-111.6660725
19.1125625,-69.3134375
32.5382967,-117.0140624
29.82761191,-102.5924324
40.989655,24.630244
27.630474,-99.625893
35.55536,-3.233348
32.057499,-111.6660725
32.66548452,-115.502037
26.18245506,-98.37982216
27.629882,-99.626826
28.337657,-100.308865
17.997026,-95.385768
31.770748,-106.499407
27.427587,-99.491763
17.962065,-68.2915
35.948083,-5.277967
41.090092,26.347378
32.65921362,-115.5774445
32.835794,15.372368
36.993449,4.395623
26.16075,-98.349042
41.306959,26.519596
26.150512,-98.33858
36.20641,-0.440445
25.886732,-97.518249
27.122955,-98.0936
31.9163189,-112.9357799
29.60816059,-102.8835701
45.08165567,19.19653095
32.534377,-117.066199
45.408498,15.391822
37.595408,7.867908
11.788676,99.791487
35.944056,-4.296153
27.499653,-99.50531
32.662275,-116.223979
27.778512,-98.724081
32.70505562,-116.3577617
40.954982,24.386152
36.150154,-3.405538
29.09715,-110.919818
41.051762,25.4757
45.565971,14.234048
28.267376,-105.477996
28.75604838,-100.5306054
35.94335598,-2.447945545
35.332202,-2.74651
36.83739766,31.76585416
32.5255301,-117.0095886
36.12548285,-3.019234608
37.101562,7.867572
32.604487,-115.379027
27.08845474,-98.22404448
32.5255301,-117.0095886
32.51119784,-116.0802256
32.67309514,-115.3912517
36.95735552,27.40616408
36.20772327,-6.263366759
27.33021052,-98.63074618
29.82267777,-10.21048677
51.09548781,1.120740942
26.95508123,-97.8283847
16.525452,-85.875321
13.511667,2.125278
25.88865382,-97.52318676
19.02521579,-96.31746293
20.023597,-99.217633
26.097296,-98.261871
38.84406233,8.408826454
27.38181879,-99.44828538
44.765773,20.467632
8.271988,34.587575
27.19401176,-98.27463405
39.07623263,26.72989724
27.14902079,63.2915497
40.7068125,23.1915625
44.52273879,19.15180003
12.639167,-8.002778
16.967643,7.985137
40.73995457,23.01685516
36.70946348,-4.221767057
35.89654345,-5.300197427
35.20397868,12.81264656
27.03121382,-97.97017135
37.596845,7.868337
36.82913842,37.98702028
11.316667,-5.666667
11.316667,-5.666667
28.33022071,-100.3013034
19.9115315,-99.3637925
38.64500751,44.20489425
11.316667,-5.666667
36.14620838,-6.010210827
35.53795851,-2.934664072
39.48863,20.280311
31.9676831,-113.0133083
10.4875,-5.653611
12.05,0.366667
12.19,1.39
28.50710135,-100.3182198
-12.78464779,45.10032603
31.6745696,-110.9228378
11.183333,-4.283333
14.9609782,-91.8074586
25.88121179,-97.47965987
31.8127605,-109.7284151
35.99690266,36.35989943
12.05,0.366667
12.05,0.366667
44.5226623,19.15257251
11.183333,-4.283333
17.5969832,-92.8265503
8.734584,44.788894
22.396611,26.693147
26.4088523,-99.0156554
35.15796854,-2.905610944
19.635357,27.103538
26.910418,14.509939
6.666667,-1.616667
14.67658428,-92.14732112
-9.311028,32.777507
-14.395626,34.325744
9.322813,42.787821
12.25,-0.616667
35.81896509,-4.128170864
36.95154021,27.23974816
35.783607,-3.071865
12.953846,36.152215
9.511606,44.059039
21.14317,23.823002
35.44208795,-3.127679063
18.07428,34.434549
35.35750205,-3.798174029
35.85838435,36.1169485
40.8806112,26.045885
41.50770485,26.59802824
5.540402403,-73.36125464
31.4882334,-111.5428071
12.953846,36.152215
12.357222,-1.535278
32.057499,-111.6660725
-12.949113,28.674062
-2.55236,36.79757
20.610678,27.916851
37.01378076,27.4414405
15.1108171,-92.43089998
-4.841440546,39.45602558
27.28593786,-99.40112185
9.020952,46.451457
35.31707476,-2.95862509
16.66168767,-92.55863457
28.505442,-100.3245713
-13.86155,33.782244
18.07428,34.434549
14.4498588,-90.6429999
35.28808666,-3.114351178
27.22454491,-98.30209987
6.614935,101.337994
-15.137787,39.230025
12.40008995,-69.84954833
32.057499,-111.6660725
-16.083382,33.637539
-13.86155,33.782244
12.054854,-8.998136
32.62150759,-114.8101311
31.9676831,-113.0133083
31.9698537,-111.4275888
32.0577019,-112.1430215
35.75688355,-0.755644093
35.84634039,-5.913605179
20.61410485,-100.8229615
18.07428,34.434549
19.635357,27.103538
4.366667,-7.716667
4.366667,-7.716667
13.805278,8.988333
27.50001691,-99.50184041
38.27705488,27.18258423
35.97365662,-0.352090264
-22.224039,29.996078
7.236226,-5.038495
8.621028,-5.048118
16.775833,-3.009444
5.261657,13.578635
40.94603547,24.43226374
27.49996171,-99.50344209
27.0273057,-98.2212979
4.884933,38.116099
6.770377,47.41765
36.12548285,-3.06317992
35.8245653,-0.803768973
35.96866341,-0.02072771
-15.137787,39.230025
35.87082649,-5.84768721
35.81287288,-0.806515555
35.81810516,-0.1682271
26.86714711,-99.31296755
7.752677115,-72.47291562
6.666557,100.304106
4.916402,8.740138
41.33991661,26.51932647
27.36357889,-99.50347328
35.81732734,-0.801022391
13.511667,2.125278
14.495833,-4.198611
16.967643,7.985137
26.1871099,-98.2259109
26.01009812,-97.39860685
26.22230745,-98.45591776
31.7343946,-112.1154922
-25.727874,32.550056
38.7984375,26.51754452
22.396611,26.693147
11.316667,-5.666667
33.91935074,11.34777121
10.283333,-4.916667
6.666667,-1.616667
6.133333,-5.933333
10.867778,0.203611
32.65666899,-116.0125638
7.988257,-5.497591
5.2,11.21
5.2,11.21
9.511606,44.059039
11.183333,-4.283333
18.7640625,-97.4066875
11.53815274,-17.14215922
41.74359982,26.06331147
31.9163189,-112.9357799
10.275137,98.786917
16.87079,96.268316
8.271988,34.587575
21.943709,27.672666
10.58,-3.15
35.1294076,-3.3237902
32.1314348,-112.3440313
14.495833,-4.198611
5.79077,9.3026
15.670295,-1.329927
35.93653286,-6.646877177
28.33246077,-100.3032934
33.5333125,12.6333125
9.322813,42.787821
9.599192,43.343533
29.625085,20.386066
40.71539639,26.02552249
26.1576875,-98.3784375
28.497581,-100.333312
12.357222,-1.535278
31.8812998,-112.8167426
12.953846,36.152215
11.783333,-0.366667
23.43,-2.2
36.72818455,-3.746214307
31.80516946,14.02483689
36.01381364,36.37569228
-9.96284,33.931714
18.07428,34.434549
14.513764,39.383861
26.23975657,-98.5649342
27.60339887,-99.35648989
3.536064,39.065407
-13.66283,33.870444
-13.86155,33.782244
22.396611,26.693147
18.07428,34.434549
26.22235335,-98.47598489
35.84452886,-5.324127404
35.9389086,-3.0357141
26.22443895,-98.44510598
26.278674,-98.0555171
31.8389427,-111.8432981
32.0877596,-112.9058802
-13.009242,40.527028
20.610678,27.916851
11.018296,42.62509
31.723048,14.025968
-15.137787,39.230025
36.94148084,27.28634951
50.97099851,1.850203958
35.6649375,-5.2843125
6.667462,101.219904
11.312407,42.923337
-13.86155,33.782244
20.610678,27.916851
34.52140759,35.48656828
-25.727874,32.550056
14.2236391,13.91707
14.89296869,-92.27452373
35.90403908,-5.272830746
27.0281556,-98.20946731
32.3859796,-113.0115156
21.943709,27.672666
-22.224428,29.988756
-9.311028,32.777507
15.28,-1.7
16.967643,7.985137
36.7444424,-3.167758518
27.19614936,-98.19017665
31.5217288,-111.0074089
31.6848117,-111.9963539
22.396611,26.693147
10.426632,45.022576
16.967643,7.985137
26.21143636,-98.42262821
35.87661903,-3.037087391
16.66501412,-96.29729031
28.6280361,-100.1589541
33.00647747,-111.3743769
32.86964171,-116.3492754
19.635357,27.103538
7.683333,-5.016667
13.45,-6.266667
36.4139719,-3.480957443
14.45,-11.433333
14.692778,-17.446667
6.366667,2.433333
9.516667,-13.7
14.533333,-4.1
37.0065157,27.43114081
29.73219524,24.81072338
36.72713514,-3.747944917
17.275026,8.339431
36.07245054,-3.002072231
32.68249709,-115.3172392
-12.71499745,45.05088755
-15.137787,39.230025
-13.66283,33.870444
6.816667,-5.283333
13.511667,2.08392
11.176623,0.954152
17.288454,8.188231
27.49656692,-99.49156356
36.72208435,-3.357001443
16.43710335,-94.57437901
5.316667,-4.033333
11.583333,-11.9
32.0877596,-112.9058802
-6.816579,39.081499
16.266667,-0.05
16.967643,7.985137
35.91522636,-5.269480794
35.26558102,-2.91468164
38.37585267,34.02760767
31.8146671,-111.8577008
35.96615887,36.29601351
14.499142,-11.459961
10.597203,-7.463892
32.67416106,-115.7393001
50.96681141,3.850359245
22.438023,93.478284
14.495833,-4.198611
36.77937994,-2.593665135
32.65754929,-116.0231094
31.8294136,-111.8371168
32.3864725,-112.8728262
6.666557,100.304106
19.635357,27.103538
35.18967882,-3.381137862
31.5000872,-111.4747162
9.583333,-5.2
11.316667,-5.666667
51.14291211,2.866106904
17.99655492,-95.41485496
25.73115545,-100.5395076
2.028723,93.521504
21.943709,27.672666
21.14317,23.823002
18.617049,15.75216
35.9405625,36.1891875
25.7954349,-99.176062
11.668239,42.69183
18.07428,34.434549
35.61357487,-3.107125233
35.61380572,-3.880978481
32.0577019,-112.1430215
35.87661903,-3.354317616
27.62286878,-99.35648989
35.75212334,-4.375363247
26.88328098,-97.85512762
6.816667,-5.283333
16.70434912,98.54256422
32.7249214,14.34892307
30.56753899,-103.9873224
26.0655875,-98.1665895
28.69848011,-100.5102425
13.92881241,48.99384533
28.00440754,-99.56709719
32.0577019,-112.1430215
35.1734432,-2.208013621
11.719698,41.838791
21.14317,23.823002
27.20904229,-98.67285844
31.66104153,-106.2563086
29.22662159,-100.3632389
19.635357,27.103538
9.322813,42.787821
27.23036379,-98.19337731
32.0577019,-112.1430215
11.102066,42.377063
18.01366319,-94.67049538
27.7771392,-98.71254998
36.1435625,36.3859375
22.396611,26.693147
25.47693106,-102.172679
32.52525101,-116.2139882
25.562181,14.257533
27.004996,14.411008
35.94863691,-3.036400746
26.2024468,-98.4471322
26.26328036,-98.64990635
24.312078,13.574271
27.4290796,-99.49308582
23.364317,16.907131
31.986596,20.297225
11.275784,49.121736
19.635357,27.103538
16.033333,-16.5
34.880926,14.21062108
6.398027,100.863822
24.096596,93.807455
6.689387,100.363307
21.424415,23.752598
18.07428,34.434549
26.8697147,-97.6982272
26.13007239,-97.91412618
32.0577019,-112.1430215
23.939648,14.483935
6.666667,-1.616667
33.71569246,10.73305808
24.270603,15.464037
9.511606,44.059039
5.316667,-4.033333
16.266667,-0.05
26.23076399,-98.47187118
28.4116514,-99.8124935
3.536064,39.065407
6.666667,-1.616667
32.65718689,-115.6071333
51.1784629,3.1238834
28.03081382,-99.431383
28.71894566,-100.507989
31.9159674,-111.9648441
34.96861765,11.21761537
28.67079735,-97.04659796
26.0937258,-98.26890489
26.13253824,-97.91292455
3.979193,44.511301
18.07428,34.434549
14.692778,-17.446667
28.69892158,-100.5111223
6.703242,100.31831
23.930733,15.547833
28.71222401,-100.5085989
18.1451955,-94.4242366
18.34112905,-67.3450463
31.5839041,-111.7549324
22.187641,23.127265
19.635357,27.103538
-0.22979493,-78.3428648
24.854362,14.589111
6.770377,47.41765
32.545311,-117.0683147
45.1589211,15.0182443
28.7410473,-100.3497895
6.558696,100.803973
24.831455,14.584318
18.07428,34.434549
8.615293,-4.976938
34.50113642,-6.48052661
32.0577019,-112.1430215
36.2248125,36.5023125
19.756363,94.043653
24.913685,14.636498
24.526343,14.38911
24.911194,14.545869
24.856379,14.585691
36.6891623,-2.213042011
13.5328522,-16.68275592
0.8140384,-77.6640373
31.7861261,-111.8483436
35.86108601,-5.167400567
37.84381625,27.19784361
12.953846,36.152215
9.511606,44.059039
24.80749464,-107.4083665
7.18870486,-72.88372915
32.0877596,-112.9058802
29.26502564,-103.7825871
23.620714,21.733862
36.10454359,30.03389782
36.15312799,-6.069267257
31.9698537,-111.4275888
25.4492883,-102.1747077
26.085045,14.129459
20.558616,24.974334
19.635357,27.103538
12.639167,-8.002778
32.67425459,-115.4174504
19.4098546,-98.09432452
31.6898446,-111.1652687
31.382007,-110.076391
25.038424,14.133983
12.639167,-8.002778
10.4875,-5.653611
23.1278889,-101.1136153
26.997655,14.295703
18.07428,34.434549
12.483333,1.516667
32.3935106,-112.8485719
35.95430211,36.21361605
9.949495,44.696042
13.805278,8.988333
14.063889,-3.075278
28.00839052,61.44204987
32.0577019,-112.1430215
35.95086309,36.28470807
25.259769,14.170818
8.36622,39.466646
12.483333,1.516667
44.9744497,19.92084226
27.8174487,-99.0128926
31.93497319,-112.8407076
7.818634,-72.450832
23.092959,22.659192
29.625085,20.386066
11.183333,-4.283333
26.15417936,-98.178919
21.14317,23.823002
9.511606,44.059039
10.4875,-5.653611
32.65909363,-115.5902407
35.839071,-5.940122119
31.58363647,-106.2268486
32.1244013,-111.7223575
31.9838709,-112.8219419
29.80195092,24.17214306
25.607538,13.911151
3.536064,39.065407
29.1299,20.360782
-0.310591,42.39613
31.723048,14.025968
12.483333,1.516667
39.25381588,26.5701641
40.91451136,26.26050967
20.610678,27.916851
12.953846,36.152215
21.818949,31.378376
16.58354194,42.85099831
36.03741505,36.38152877
20.610678,27.916851
18.07428,34.434549
15.58014,39.443588
5.321172,39.569408
13.45,-6.266667
32.71264677,-114.9430239
21.45206,24.135751
0.345906,40.882634
27.01836874,-98.32654037
20.610678,27.916851
19.635357,27.103538
32.8717829,13.41616678
18.07428,34.434549
2.5,42.329444
35.53564,-4.027877171
27.49922382,-99.5076524
26.29603975,-98.56500629
25.853161,14.22244
32.69922199,-115.2280386
31.8529343,-112.7287505
7.18334,-72.8833
2.5,42.329444
16.967643,7.985137
32.3770211,-113.1654307
32.3770211,-113.1654307
41.076758,22.23965977
36.0087039,36.37542524
21.053344,24.890891
6.770377,47.41765
22.396611,26.693147
-22.22754806,30.00482647
27.59122842,-99.40592836
32.0250357,-111.3268649
6.505391,100.68001
21.983583,23.441843
24.740071,13.7307
27.13573851,-98.64676591
27.60461584,-99.39906191
32.3881816,-115.2257264
23.648314,22.326002
21.943709,27.672666
19.635357,27.103538
21.943709,27.672666
5.321172,39.569408
5.321172,39.569408
28.69742536,-100.5108255
36.82736503,2.019972304
32.70537292,-115.1729994
40.8710918,26.04773382
41.32651129,26.50971343
32.80716844,13.55349588
25.42056422,-101.016037
13.20886215,47.03261942
28.2616536,-99.8093986
18.07428,34.434549
35.74454645,34.03825147
35.21182554,-2.929643537
31.459629,-110.089668
22.143669,22.317084
3.536064,39.065407
34.37292383,14.2678989
34.80704995,14.35578953
27.014784,14.312175
21.943709,27.672666
32.87012866,12.19152425
19.40523715,5.753553026
21.943709,27.672666
33.06467617,12.49621399
27.6222604,-99.54943728
31.5236344,-111.5638201
31.4466578,-110.3713132
23.467103,22.394775
27.540416,14.282182
16.946465,7.967111
16.985362,7.97281
-0.310591,42.39613
33.25941666,12.35631918
16.96907688,92.1871776
8.683377435,-77.34731163
16.993078,8.007654
35.98021356,-1.303581809
25.51901727,-103.4365844
16.967643,7.985137
16.967643,7.985137
27.112849,16.010267
36.03706577,36.38050487
27.062788,15.071861
9.573928,41.845284
19.635357,27.103538
26.41288059,-99.03396164
32.448212,-111.699247
10.616667,1.266667
32.0577019,-112.1430215
31.723048,14.025968
32.454,-116.1609
31.89888997,-112.0571052
36.00373219,36.36981765
29.898645,61.364025
22.976271,22.479841
19.635357,27.103538
6.455027,3.384082
6.666667,-1.616667
32.36727858,-115.8858753
32.68075667,-115.4481011
31.353453,-109.6516156
31.7253221,-112.0055213
24.454284,13.207711
22.14132,5.690257
8.983333,1.133333
6.497222,2.605
18.73582359,-97.41182435
44.80935968,15.87442244
32.78695205,13.67546827
31.9676831,-113.0133083
13.453056,-16.5775
6.497222,2.605
11.183333,-4.283333
19.635357,27.103538
11.316667,-5.666667
7.683333,-5.016667
7.683333,-5.016667
16.266667,-0.05
6.816667,-5.283333
5.316667,-4.033333
33.54895947,12.78484416
28.71236176,-100.5084973
35.88106992,-5.815255116
0.192065,-100.881201
12.357222,-1.535278
12.357222,-1.535278
32.97642418,14.44917331
1.368073391,104.3934588
27.508628,-99.52623012
21.14317,23.823002
32.70632156,-115.9914334
32.057499,-111.6660725
21.14317,23.823002
31.723048,14.025968
21.818949,31.378376
5.321172,39.569408
20.610678,27.916851
33.20147523,13.18859172
27.20011906,-98.21558253
0.487983,42.77828
36.57663577,36.58378867
40.87845148,25.6974941
26.29203835,-98.56431965
26.22469956,-98.44542785
26.3759813,-98.1436497
31.4408897,-111.326268
20.610678,27.916851
32.04569612,-110.0766673
32.0284519,-110.0757424
31.7718019,-111.9242651
32.0213847,-111.7833199
46.151241,14.995463
27.053928,14.320411
13.966799,35.440559
20.610678,27.916851
18.07428,34.434549
41.65955637,22.20490317
28.64226414,-100.3305634
22.692586,12.480116
33.25551697,12.53741273
32.81284113,12.89416351
32.5617059,-111.9580594
12.357222,-1.535278
23.987799,18.005633
9.402564,42.018769
19.635357,27.103538
12.25,-2.366667
12.639167,-8.002778
26.07057928,-98.23060384
27.0140839,-98.2920335
27.1515352,-98.4470489
36.49056668,36.5494564
23.370165,17.68338
3.553899,38.65486
13.57453,-2.41366
32.70876641,-115.9950278
27.2637595,-98.3953063
27.2445426,-97.8605978
23.095196,22.792007
22.765384,22.374041
25.500028,14.602296
24.540359,15.774139
6.770377,47.41765
12.669425,-7.909603
32.80583535,12.87910508
43.78553255,7.620155941
40.8977747,26.25235575
32.1631904,-112.9989586
32.3745579,-111.7539556
31.7560848,-112.0063418
31.7560848,-112.0063418
27.093058,14.375318
27.124841,14.279231
31.986596,20.297225
33.54689117,13.46412883
32.90694021,13.71392042
32.2202756,-112.7824362
36.49618453,36.54655725
24.973284,13.37901
12.639167,-8.002778
50.8657821,4.2925975
26.21584469,-98.45023436
32.953662,12.875107
32.95695106,13.08834147
31.9537203,-111.9880761
33.90018296,13.37837628
28.9289428,-100.5010491
31.6575879,-111.0964503
27.1817247,-98.3827415
14.45,-11.433333
27.59667636,-99.53703104
28.57339039,-99.55968769
36.47522782,-2.230208148
33.90991971,12.88897523
32.4580901,-113.1639958
12.639167,-8.0657
-15.29506096,34.44227297
27.2469995,-98.4312437
36.00263176,36.3682292
25.860996,14.665826
18.07428,34.434549
21.943709,27.672666
19.635357,27.103538
36.01033187,-5.441475625
32.0337649,-112.9137217
45.19003082,15.78810844
36.00866555,-5.398903604
27.0756302,-98.4526138
28.90050828,-100.6121371
31.9296959,-111.7848306
32.1969118,-111.7739547
26.9819963,-98.405339
25.180981,14.216799
27.117507,14.367082
16.974855,7.982422
26.83260484,-97.81739838
33.30144056,12.5264264
31.527146,-111.353804
23.719983,12.391467
13.747392,8.94679
24.947309,14.543123
21.327757,26.213014
50.99472445,2.277085286
34.53671416,13.10870179
31.3395386,-110.9783476
28.2616536,-99.8093986
27.102838,14.419244
21.943709,27.672666
19.635357,27.103538
12.669425,-7.909603
14.692778,-17.446667
35.50720421,-2.740343394
38.2279605,21.7216441
28.71141286,-100.5090595
43.63694407,13.37611759
16.99669,8.008341
15.355787,5.20899
16.984541,7.966631
22.042367,11.755083
36.54785814,36.58286346
33.90510191,12.73483664
26.22353436,-98.44975658
12.5295,-6.251212
25.418981,13.746677
16.949076,7.966974
4.168021,42.059173
33.44274446,13.29522553
40.98790253,24.60032022
26.5813322,-98.1457171
26.22477656,-98.44456954
13.839598,8.983237
28.6280361,-100.1589541
26.10449735,-98.41737142
32.2918266,-111.3602789
12.639167,-8.002778
13.29406315,48.55070634
25.54209857,-100.9526633
45.49640658,12.22799436
36.51737772,36.56700404
31.8568975,-112.74169
32.67151668,-115.5190298
12.669425,-7.909603
17.54286253,-91.99025596
27.18872,-98.172621
25.92027579,-97.51670987
26.19126342,-98.35825218
32.2249619,-111.7065126
27.12973,14.46866
36.15949819,29.87097338
45.4602058,15.3453479
32.53423719,-117.1237994
36.64170562,5.245392576
24.512845,12.670704
16.929042,7.953071
16.941194,7.964399
34.87422303,11.53622621
35.69860948,-4.792843716
35.79539621,-5.834297623
16.38536308,-95.1292364
32.70859404,-115.5160286
22.263195,23.411013
21.943709,27.672666
13.794627,8.989361
26.2434051,-98.5616885
45.63466475,15.34631892
13.805278,8.988333
26.22326487,-98.44992824
29.54303384,-102.9143941
31.723048,14.025968
9.599192,43.343533
13.966799,35.440559
20.610678,27.916851
21.943709,27.672666
35.97432145,-5.63191552
31.6501719,-111.9896766
31.9771723,-111.2750468
9.162732,39.016822
21.14317,23.823002
41.32621168,26.56714207
19.635357,27.103538
19.635357,27.103538
18.07428,34.434549
13.57453,-2.41366
35.98882926,36.32317418
26.37566816,-109.0102627
12.357222,-1.535278
34.3100048,13.90230876
26.09520171,-98.27205729
35.25403035,-2.958482648
18.44135431,-96.35677633
19.87146386,8.294152188
36.00329054,36.37810583
20.610678,27.916851
45.07430392,6.656322815
33.83233352,13.67473674
32.0337649,-112.9137217
41.32399751,26.59117098
20.610678,27.916851
34.52256837,-6.495380874
27.47701975,-99.48124509
32.784352,12.482521
19.635357,27.103538
27.36266416,-99.4918003
31.7975831,14.053676
27.1572959,-98.0664756
26.8747065,-97.82834845
22.603239,23.030112
41.306921,26.8232329
17.31572257,-96.92453667
29.932036,18.67618
16.975204,7.965108
45.64607273,15.34339613
30.69536885,-104.8766045
31.5780546,-110.1222086
18.454354,1.409992
45.05937999,15.7457134
18.454354,1.409992
12.113056,15.049167
28.44226217,-100.0308988
-8.962610159,28.79253333
24.25199,13.216056
22.997099,22.518561
21.943709,27.672666
44.93716694,6.710634688
28.58381,77.247466
12,8.516667
19.329287,26.43227
50.48840737,3.976906143
31.5268417,-111.6423966
45.2551786,15.41254493
31.723048,14.025968
21.14317,23.823002
31.723048,14.025968
31.723048,14.025968
3.536064,39.065407
14.44682,-11.43794
32.0337649,-112.9137217
27.0469674,-98.2500554
25.31603,13.954381
27.100393,14.356101
26.97235332,-97.82014496
30.71940532,-112.1567047
16.991703,7.972626
14.714414,8.819953
9.573928,41.845284
7.296123,38.354746
39.45885838,26.05864419
40.90201462,26.25263263
35.47317736,34.29375677
25.88731568,-97.51193807
31.968432,-112.0806495
36.00128794,36.37046615
14.709765,8.814117
32.672917,14.27339206
27.48707358,-99.48017889
11.275784,49.121736
29.1996732,-100.7497015
25.8439195,-97.37176233
27.2542405,-98.3654793
10.391039,98.776573
14.712754,8.815833
27.2251015,-98.3998009
26.90287734,-97.84757452
35.27422982,-2.984685136
27.073495,14.419244
11.275784,49.121736
44.83967035,6.580775143
31.9239682,-112.1502366
21.943709,27.672666
32.3022842,-113.0083348
35.99632932,36.36677617
21.442843,23.625897
23.961156,13.753383
24.322071,12.962891
18.00023524,-94.55561892
31.7007344,-111.7033087
16.975204,7.965108
26.98418383,-97.721268
34.16932821,13.41106486
31.9465285,-111.7435789
24.9266,14.58096
16.987148,7.960963
16.977625,7.997695
-12.12930514,44.38399051
10.48649,-5.65283
38.22913369,21.72051161
26.18352445,-98.40740425
-0.15433836,30.47918487
16.927236,7.967146
19.30280065,-99.64178587
31.5876639,-111.0504716
2.002215,45.216762
22.100909,23.109588
16.991047,8.004144
16.981853,7.989044
21.470962,11.425523
31.986596,20.297225
45.46626716,15.35157625
32.79503327,13.71495039
32.8631319,13.43264627
32.94247691,12.08715414
45.61467533,15.30807973
41.32863025,26.60112704
22.579989,33.862362
35.82289506,-0.796902518
27.62841753,-99.63131046
45.18566015,15.53133018
29.1299,20.360782
21.14317,23.823002
21.143171,23.823002
19.635357,27.103538
14.706776,8.813774
15.651555,32.93947
18.88888852,-96.94592355
27.47621158,-99.48228546
21.943709,27.672666
21.943709,27.672666
35.71956581,-3.226601551
2.725285183,18.3999922
31.8085006,-112.3402842
32.3770211,-113.1654307
26.3337438,-98.4359566
20.610678,27.916851
13.567446,2.108762
31.6176203,-111.5152359
32.014058,-112.1044063
14.714414,8.819953
20.147227,12.966097
26.08691167,-97.92837408
32.1791978,-112.9473341
36.01271586,36.37535924
22.588654,23.020746
21.943709,27.672666
16.975204,7.965108
